Breed,FCI,GroupId,GroupName,SectionId,SectionName,VarietyCode,VarietyName,URL
SPITZ TEDESCHI,097,5,CANI TIPO SPITZ E TIPO PRIMITIVO,4,SPITZ EUROPEI,MC,"MEDIO ARANCIO, GRIGIO O ALTRI COLORI",https://www.enci.it/libro-genealogico/razze/spitz-tedeschi
SPITZ TEDESCHI,097,5,CANI TIPO SPITZ E TIPO PRIMITIVO,4,SPITZ EUROPEI,N,"NANO DI TUTTI I COLORI",https://www.enci.it/libro-genealogico/razze/spitz-tedeschi
SPITZ TEDESCHI,097,5,CANI TIPO SPITZ E TIPO PRIMITIVO,4,SPITZ EUROPEI,PA,"PICCOLO BIANCO",https://www.enci.it/libro-genealogico/razze/spitz-tedeschi
SPITZ TEDESCHI,097,5,CANI TIPO SPITZ E TIPO PRIMITIVO,4,SPITZ EUROPEI,PB,"PICCOLO NERO O MARRONE",https://www.enci.it/libro-genealogico/razze/spitz-tedeschi
SPITZ TEDESCHI,097,5,CANI TIPO SPITZ E TIPO PRIMITIVO,4,SPITZ EUROPEI,PC,"PICCOLO ARANCIO, GRIGIO O ALTRI COLORI",https://www.enci.it/libro-genealogico/razze/spitz-tedeschi
CANE DA FERMA TEDESCO A PELO DURO,098,7,CANI DA FERMA,1,CANI DA FERMA CONTINENTALI,,,https://www.enci.it/libro-genealogico/razze/cane-da-ferma-tedesco-a-pelo-duro
WEIMARANER,099,7,CANI DA FERMA,1,CANI DA FERMA CONTINENTALI,A,"A PELO CORTO",https://www.enci.it/libro-genealogico/razze/weimaraner
WEIMARANER,099,7,CANI DA FERMA,1,CANI DA FERMA CONTINENTALI,B,"A PELO LUNGO",https://www.enci.it/libro-genealogico/razze/weimaraner
SEGUGIO DELLA WESTFALIA,100,6,SEGUGI E CANI PER PISTA DI SANGUE,1,CANI DA SEGUITA,,,https://www.enci.it/libro-genealogico/razze/segugio-della-westfalia
BOULEDOGUE FRANCESE,101,9,CANI DA COMPAGNIA,11,MOLOSSOIDI DI PICCOLA TAGLIA,A,"SENZA MACCHIE BIANCHE ESTESE",https://www.enci.it/libro-genealogico/razze/bouledogue-francese
BOULEDOGUE FRANCESE,101,9,CANI DA COMPAGNIA,11,MOLOSSOIDI DI PICCOLA TAGLIA,B,"CON MACCHIE BIANCHE ESTESE",https://www.enci.it/libro-genealogico/razze/bouledogue-francese
PICCOLO MUENSTERLANDER,102,7,CANI DA FERMA,1,CANI DA FERMA CONTINENTALI,,,https://www.enci.it/libro-genealogico/razze/piccolo-muensterlander
DEUTSCHER JAGDTERRIER,103,3,TERRIER,1,TERRIER DI TAGLIA GRANDE E MEDIA,,,https://www.enci.it/libro-genealogico/razze/deutscher-jagdterrier
SPANIEL TEDESCO,104,8,CANI DA RIPORTO CANI DA CERCA CANI DA ACQUA,2,CANI DA CERCA,,,https://www.enci.it/libro-genealogico/razze/spaniel-tedesco
BARBET,105,8,CANI DA RIPORTO CANI DA CERCA CANI DA ACQUA,3,CANI DA ACQUA,,,https://www.enci.it/libro-genealogico/razze/barbet
EPAGNEUL BLUE DE PICARDIE,106,7,CANI DA FERMA,1,CANI DA FERMA CONTINENTALI,,,https://www.enci.it/libro-genealogico/razze/epagneul-blue-de-picardie
GRIFFONE A PELO DURO (KORTHALS),107,7,CANI DA FERMA,1,CANI DA FERMA CONTINENTALI,,,https://www.enci.it/libro-genealogico/razze/griffone-a-pelo-duro-korthals
EPAGNEUL PICARD,108,7,CANI DA FERMA,1,CANI DA FERMA CONTINENTALI,,,https://www.enci.it/libro-genealogico/razze/epagneul-picard
CLUMBER SPANIEL,109,8,CANI DA RIPORTO CANI DA CERCA CANI DA ACQUA,2,CANI DA CERCA,,,https://www.enci.it/libro-genealogico/razze/clumber-spaniel
CURLY-COATED RETRIEVER,110,8,CANI DA RIPORTO CANI DA CERCA CANI DA ACQUA,1,CANI DA RIPORTO,,,https://www.enci.it/libro-genealogico/razze/curly-coated-retriever
GOLDEN RETRIEVER,111,8,CANI DA RIPORTO CANI DA CERCA CANI DA ACQUA,1,CANI DA RIPORTO,,,https://www.enci.it/libro-genealogico/razze/golden-retriever
CANE DA PASTORE DI BRIE,113,1,CANI DA PASTORE E BOVARI (ESCLUSI BOVARI SVIZZERI),1,CANI DA PASTORE,A,"NERO ARDESIA",https://www.enci.it/libro-genealogico/razze/cane-da-pastore-di-brie
CANE DA PASTORE DI BRIE,113,1,CANI DA PASTORE E BOVARI (ESCLUSI BOVARI SVIZZERI),1,CANI DA PASTORE,B,"FULVO GRIGIO",https://www.enci.it/libro-genealogico/razze/cane-da-pastore-di-brie
EPAGNEUL DE PONT - AUDEMER,114,7,CANI DA FERMA,1,CANI DA FERMA CONTINENTALI,,,https://www.enci.it/libro-genealogico/razze/epagneul-de-pont-audemer
BRACCO SAINT GERMAIN,115,7,CANI DA FERMA,1,CANI DA FERMA CONTINENTALI,,,https://www.enci.it/libro-genealogico/razze/bracco-saint-germain
DOGUE DE BORDEAUX,116,2,CANI DI TIPO PINSCHER E SCHNAUZER- MOLOSSOIDI E CANI BOVARI SVIZZERI,2,MOLOSSOIDI,,,https://www.enci.it/libro-genealogico/razze/dogue-de-bordeaux
CANE DA FERMA TEDESCO A PELO LUNGO,117,7,CANI DA FERMA,1,CANI DA FERMA CONTINENTALI,,,https://www.enci.it/libro-genealogico/razze/cane-da-ferma-tedesco-a-pelo-lungo
GRANDE MUENSTERLANDER,118,7,CANI DA FERMA,1,CANI DA FERMA CONTINENTALI,,,https://www.enci.it/libro-genealogico/razze/grande-muensterlander
CANE DA FERMA TEDESCO A PELO CORTO,119,7,CANI DA FERMA,1,CANI DA FERMA CONTINENTALI,,,https://www.enci.it/libro-genealogico/razze/cane-da-ferma-tedesco-a-pelo-corto
SETTER IRLANDESE ROSSO,120,7,CANI DA FERMA,2,CANI DA FERMA BRITANNICI,,,https://www.enci.it/libro-genealogico/razze/setter-irlandese-rosso
FLAT COATED RETRIEVER,121,8,CANI DA RIPORTO CANI DA CERCA CANI DA ACQUA,1,CANI DA RIPORTO,,,https://www.enci.it/libro-genealogico/razze/flat-coated-retriever
LABRADOR RETRIEVER,122,8,CANI DA RIPORTO CANI DA CERCA CANI DA ACQUA,1,CANI DA RIPORTO,,,https://www.enci.it/libro-genealogico/razze/labrador-retriever
FIELD SPANIEL,123,8,CANI DA RIPORTO CANI DA CERCA CANI DA ACQUA,2,CANI DA CERCA,,,https://www.enci.it/libro-genealogico/razze/field-spaniel
IRISH WATER SPANIEL,124,8,CANI DA RIPORTO CANI DA CERCA CANI DA ACQUA,3,CANI DA ACQUA,,,https://www.enci.it/libro-genealogico/razze/irish-water-spaniel
SPRINGER SPANIEL INGLESE,125,8,CANI DA RIPORTO CANI DA CERCA CANI DA ACQUA,2,CANI DA CERCA,,,https://www.enci.it/libro-genealogico/razze/springer-spaniel-inglese
WELSH SPRINGER SPANIEL,126,8,CANI DA RIPORTO CANI DA CERCA CANI DA ACQUA,2,CANI DA CERCA,,,https://www.enci.it/libro-genealogico/razze/welsh-springer-spaniel
SUSSEX SPANIEL,127,8,CANI DA RIPORTO CANI DA CERCA CANI DA ACQUA,2,CANI DA CERCA,,,https://www.enci.it/libro-genealogico/razze/sussex-spaniel
KING CHARLES SPANIEL,128,9,CANI DA COMPAGNIA,7,SPANIEL INGLESI DA COMPAGNIA,A,"BLACK AND TAN",https://www.enci.it/libro-genealogico/razze/king-charles-spaniel
KING CHARLES SPANIEL,128,9,CANI DA COMPAGNIA,7,SPANIEL INGLESI DA COMPAGNIA,B,"RUBY",https://www.enci.it/libro-genealogico/razze/king-charles-spaniel
KING CHARLES SPANIEL,128,9,CANI DA COMPAGNIA,7,SPANIEL INGLESI DA COMPAGNIA,C,"BLENHEIM",https://www.enci.it/libro-genealogico/razze/king-charles-spaniel
KING CHARLES SPANIEL,128,9,CANI DA COMPAGNIA,7,SPANIEL INGLESI DA COMPAGNIA,D,"TRICOLORE",https://www.enci.it/libro-genealogico/razze/king-charles-spaniel
SMAALANDSSTOVARE,129,6,SEGUGI E CANI PER PISTA DI SANGUE,1,CANI DA SEGUITA,,,https://www.enci.it/libro-genealogico/razze/smaalandsstovare
DREVER,130,6,SEGUGI E CANI PER PISTA DI SANGUE,1,CANI DA SEGUITA,,,https://www.enci.it/libro-genealogico/razze/drever
SCHILLER STOVARE,131,6,SEGUGI E CANI PER PISTA DI SANGUE,1,CANI DA SEGUITA,,,https://www.enci.it/libro-genealogico/razze/schiller-stovare
HAMILTON STOVARE,132,6,SEGUGI E CANI PER PISTA DI SANGUE,1,CANI DA SEGUITA,,,https://www.enci.it/libro-genealogico/razze/hamilton-stovare
BRACCO FRANCESE TIPO GASCOGNE,133,7,CANI DA FERMA,1,CANI DA FERMA CONTINENTALI,,,https://www.enci.it/libro-genealogico/razze/bracco-francese-tipo-gascogne
BRACCO FRANCESE TIPO PIRENEI,134,7,CANI DA FERMA,1,CANI DA FERMA CONTINENTALI,,,https://www.enci.it/libro-genealogico/razze/bracco-francese-tipo-pirenei
SVENSK LAPPHUND,135,5,CANI TIPO SPITZ E TIPO PRIMITIVO,3,CANI NORDICI DA GUARDIA E DA PASTORE,,,https://www.enci.it/libro-genealogico/razze/svensk-lapphund
CAVALIER KING CHARLES SPANIEL,136,9,CANI DA COMPAGNIA,7,SPANIEL INGLESI DA COMPAGNIA,A,"BLACK AND TAN",https://www.enci.it/libro-genealogico/razze/cavalier-king-charles-spaniel
CAVALIER KING CHARLES SPANIEL,136,9,CANI DA COMPAGNIA,7,SPANIEL INGLESI DA COMPAGNIA,B,"RUBY",https://www.enci.it/libro-genealogico/razze/cavalier-king-charles-spaniel
CAVALIER KING CHARLES SPANIEL,136,9,CANI DA COMPAGNIA,7,SPANIEL INGLESI DA COMPAGNIA,C,"BLENHEIM",https://www.enci.it/libro-genealogico/razze/cavalier-king-charles-spaniel
CAVALIER KING CHARLES SPANIEL,136,9,CANI DA COMPAGNIA,7,SPANIEL INGLESI DA COMPAGNIA,D,"TRICOLORE",https://www.enci.it/libro-genealogico/razze/cavalier-king-charles-spaniel
CANE DA MONTAGNA DEI PIRENEI,137,2,CANI DI TIPO PINSCHER E SCHNAUZER- MOLOSSOIDI E CANI BOVARI SVIZZERI,2,MOLOSSOIDI,,,https://www.enci.it/libro-genealogico/razze/cane-da-montagna-dei-pirenei
CANE DA PASTORE DEI PIRENEI A FACCIA RASA,138,1,CANI DA PASTORE E BOVARI (ESCLUSI BOVARI SVIZZERI),1,CANI DA PASTORE,,,https://www.enci.it/libro-genealogico/razze/cane-da-pastore-dei-pirenei-a-faccia-rasa
IRISH TERRIER,139,3,TERRIER,1,TERRIER DI TAGLIA GRANDE E MEDIA,,,https://www.enci.it/libro-genealogico/razze/irish-terrier
BOSTON TERRIER,140,9,CANI DA COMPAGNIA,11,MOLOSSOIDI DI PICCOLA TAGLIA,,,https://www.enci.it/libro-genealogico/razze/boston-terrier
CANE DA PASTORE DEI PIRENEI A PELO LUNGO,141,1,CANI DA PASTORE E BOVARI (ESCLUSI BOVARI SVIZZERI),1,CANI DA PASTORE,,,https://www.enci.it/libro-genealogico/razze/cane-da-pastore-dei-pirenei-a-pelo-lungo
SLOVENSKY CUVAC,142,1,CANI DA PASTORE E BOVARI (ESCLUSI BOVARI SVIZZERI),1,CANI DA PASTORE,,,https://www.enci.it/libro-genealogico/razze/slovensky-cuvac
DOBERMANN,143,2,CANI DI TIPO PINSCHER E SCHNAUZER- MOLOSSOIDI E CANI BOVARI SVIZZERI,1,TIPO PINSCHER E SCHNAUZER,A,"NERO FOCATO",https://www.enci.it/libro-genealogico/razze/dobermann
DOBERMANN,143,2,CANI DI TIPO PINSCHER E SCHNAUZER- MOLOSSOIDI E CANI BOVARI SVIZZERI,1,TIPO PINSCHER E SCHNAUZER,B,"MARRONE FOCATO",https://www.enci.it/libro-genealogico/razze/dobermann
BOXER,144,2,CANI DI TIPO PINSCHER E SCHNAUZER- MOLOSSOIDI E CANI BOVARI SVIZZERI,2,MOLOSSOIDI,A,"FULVO",https://www.enci.it/libro-genealogico/razze/boxer
BOXER,144,2,CANI DI TIPO PINSCHER E SCHNAUZER- MOLOSSOIDI E CANI BOVARI SVIZZERI,2,MOLOSSOIDI,B,"TIGRATO",https://www.enci.it/libro-genealogico/razze/boxer
LEONBERGER,145,2,CANI DI TIPO PINSCHER E SCHNAUZER- MOLOSSOIDI E CANI BOVARI SVIZZERI,2,MOLOSSOIDI,,,https://www.enci.it/libro-genealogico/razze/leonberger
RHODESIAN RIDGEBACK,146,6,SEGUGI E CANI PER PISTA DI SANGUE,3,RAZZE AFFINI,,,https://www.enci.it/libro-genealogico/razze/rhodesian-ridgeback
ROTTWEILER,147,2,CANI DI TIPO PINSCHER E SCHNAUZER- MOLOSSOIDI E CANI BOVARI SVIZZERI,2,MOLOSSOIDI,,,https://www.enci.it/libro-genealogico/razze/rottweiler
BASSOTTI TEDESCHI,148,4,BASSOTTI,1,BASSOTTI,KA,"KANINCHEN A PELO CORTO",https://www.enci.it/libro-genealogico/razze/bassotti-tedeschi
BASSOTTI TEDESCHI,148,4,BASSOTTI,1,BASSOTTI,KB,"KANINCHEN A PELO LUNGO",https://www.enci.it/libro-genealogico/razze/bassotti-tedeschi
BASSOTTI TEDESCHI,148,4,BASSOTTI,1,BASSOTTI,KC,"KANINCHEN A PELO DURO",https://www.enci.it/libro-genealogico/razze/bassotti-tedeschi
BASSOTTI TEDESCHI,148,4,BASSOTTI,1,BASSOTTI,NA,"NANO A PELO CORTO",https://www.enci.it/libro-genealogico/razze/bassotti-tedeschi
BASSOTTI TEDESCHI,148,4,BASSOTTI,1,BASSOTTI,NB,"NANO A PELO LUNGO",https://www.enci.it/libro-genealogico/razze/bassotti-tedeschi
BASSOTTI TEDESCHI,148,4,BASSOTTI,1,BASSOTTI,NC,"NANO A PELO DURO",https://www.enci.it/libro-genealogico/razze/bassotti-tedeschi
BASSOTTI TEDESCHI,148,4,BASSOTTI,1,BASSOTTI,SA,"STANDARD A PELO CORTO",https://www.enci.it/libro-genealogico/razze/bassotti-tedeschi
BASSOTTI TEDESCHI,148,4,BASSOTTI,1,BASSOTTI,SB,"STANDARD A PELO LUNGO",https://www.enci.it/libro-genealogico/razze/bassotti-tedeschi
BASSOTTI TEDESCHI,148,4,BASSOTTI,1,BASSOTTI,SC,"STANDARD A PELO DURO",https://www.enci.it/libro-genealogico/razze/bassotti-tedeschi
BULLDOG,149,2,CANI DI TIPO PINSCHER E SCHNAUZER- MOLOSSOIDI E CANI BOVARI SVIZZERI,2,MOLOSSOIDI,,,https://www.enci.it/libro-genealogico/razze/bulldog
SEGUGIO SERBO,150,6,SEGUGI E CANI PER PISTA DI SANGUE,1,CANI DA SEGUITA,,,https://www.enci.it/libro-genealogico/razze/segugio-serbo
SEGUGIO DELL'ISTRIA A PELO RASO,151,6,SEGUGI E CANI PER PISTA DI SANGUE,1,CANI DA SEGUITA,,,https://www.enci.it/libro-genealogico/razze/segugio-dell-istria-a-pelo-raso
SEGUGIO DELL'ISTRIA A PELO DURO,152,6,SEGUGI E CANI PER PISTA DI SANGUE,1,CANI DA SEGUITA,,,https://www.enci.it/libro-genealogico/razze/segugio-dell-istria-a-pelo-duro
DALMATA,153,6,SEGUGI E CANI PER PISTA DI SANGUE,3,RAZZE AFFINI,,,https://www.enci.it/libro-genealogico/razze/dalmata
SEGUGIO POSAVATZ,154,6,SEGUGI E CANI PER PISTA DI SANGUE,1,CANI DA SEGUITA,,,https://www.enci.it/libro-genealogico/razze/segugio-posavatz
SEGUGIO DELLA BOSNIA A PELO DURO,155,6,SEGUGI E CANI PER PISTA DI SANGUE,1,CANI DA SEGUITA,,,https://www.enci.it/libro-genealogico/razze/segugio-della-bosnia-a-pelo-duro
CANE DA PASTORE SCOZZESE A PELO LUNGO,156,1,CANI DA PASTORE E BOVARI (ESCLUSI BOVARI SVIZZERI),1,CANI DA PASTORE,,,https://www.enci.it/libro-genealogico/razze/cane-da-pastore-scozzese-a-pelo-lungo
BULLMASTIFF,157,2,CANI DI TIPO PINSCHER E SCHNAUZER- MOLOSSOIDI E CANI BOVARI SVIZZERI,2,MOLOSSOIDI,,,https://www.enci.it/libro-genealogico/razze/bullmastiff
GREYHOUND,158,10,LEVRIERI,3,LEVRIERI A PELO CORTO,,,https://www.enci.it/libro-genealogico/razze/greyhound
FOXHOUND,159,6,SEGUGI E CANI PER PISTA DI SANGUE,1,CANI DA SEGUITA,,,https://www.enci.it/libro-genealogico/razze/foxhound
IRISH WOLFHOUND,160,10,LEVRIERI,2,LEVRIERI A PELO DURO,,,https://www.enci.it/libro-genealogico/razze/irish-wolfhound
BEAGLE,161,6,SEGUGI E CANI PER PISTA DI SANGUE,1,CANI DA SEGUITA,,,https://www.enci.it/libro-genealogico/razze/beagle
WHIPPET,162,10,LEVRIERI,3,LEVRIERI A PELO CORTO,,,https://www.enci.it/libro-genealogico/razze/whippet
BASSETHOUND,163,6,SEGUGI E CANI PER PISTA DI SANGUE,1,CANI DA SEGUITA,,,https://www.enci.it/libro-genealogico/razze/bassethound
DEERHOUND,164,10,LEVRIERI,2,LEVRIERI A PELO DURO,,,https://www.enci.it/libro-genealogico/razze/deerhound
SPINONE ITALIANO,165,7,CANI DA FERMA,1,CANI DA FERMA CONTINENTALI,A,"BIANCO ARANCIO",https://www.enci.it/libro-genealogico/razze/spinone-italiano
SPINONE ITALIANO,165,7,CANI DA FERMA,1,CANI DA FERMA CONTINENTALI,B,"ROANO MARRONE",https://www.enci.it/libro-genealogico/razze/spinone-italiano
PASTORE TEDESCO,166,1,CANI DA PASTORE E BOVARI (ESCLUSI BOVARI SVIZZERI),1,CANI DA PASTORE,A,"A PELO CORTO",https://www.enci.it/libro-genealogico/razze/pastore-tedesco
PASTORE TEDESCO,166,1,CANI DA PASTORE E BOVARI (ESCLUSI BOVARI SVIZZERI),1,CANI DA PASTORE,B,"A PELO LUNGO",https://www.enci.it/libro-genealogico/razze/pastore-tedesco
COCKER AMERICANO,167,8,CANI DA RIPORTO CANI DA CERCA CANI DA ACQUA,2,CANI DA CERCA,A,"NERO",https://www.enci.it/libro-genealogico/razze/cocker-americano
COCKER AMERICANO,167,8,CANI DA RIPORTO CANI DA CERCA CANI DA ACQUA,2,CANI DA CERCA,B,"ALTRI COLORI",https://www.enci.it/libro-genealogico/razze/cocker-americano
COCKER AMERICANO,167,8,CANI DA RIPORTO CANI DA CERCA CANI DA ACQUA,2,CANI DA CERCA,C,"PARTICOLOR",https://www.enci.it/libro-genealogico/razze/cocker-americano
DANDIE DINMONT TERRIER,168,3,TERRIER,2,TERRIER DI PICCOLA TAGLIA (GAMBA CORTA),,,https://www.enci.it/libro-genealogico/razze/dandie-dinmont-terrier
FOX TERRIER A PELO RUVIDO,169,3,TERRIER,1,TERRIER DI TAGLIA GRANDE E MEDIA,,,https://www.enci.it/libro-genealogico/razze/fox-terrier-a-pelo-ruvido
CANE DE CASTRO LABOREIRO,170,2,CANI DI TIPO PINSCHER E SCHNAUZER- MOLOSSOIDI E CANI BOVARI SVIZZERI,2,MOLOSSOIDI,,,https://www.enci.it/libro-genealogico/razze/cane-de-castro-laboreiro
BOVARO DELLE ARDENNE,171,1,CANI DA PASTORE E BOVARI (ESCLUSI BOVARI SVIZZERI),2,CANI DA BOVARI (ESCLUSO BOVARI SVIZZERI),,,https://www.enci.it/libro-genealogico/razze/bovaro-delle-ardenne
BARBONI,172,9,CANI DA COMPAGNIA,2,BARBONI,GA,"GRANDE MOLE BIANCO",https://www.enci.it/libro-genealogico/razze/barboni
BARBONI,172,9,CANI DA COMPAGNIA,2,BARBONI,GB,"GRANDE MOLE MARRONE",https://www.enci.it/libro-genealogico/razze/barboni
BARBONI,172,9,CANI DA COMPAGNIA,2,BARBONI,GC,"GRANDE MOLE NERO",https://www.enci.it/libro-genealogico/razze/barboni
BARBONI,172,9,CANI DA COMPAGNIA,2,BARBONI,GD,"GRANDE MOLE GRIGIO",https://www.enci.it/libro-genealogico/razze/barboni
BARBONI,172,9,CANI DA COMPAGNIA,2,BARBONI,GG,"GRANDE MOLE FULVO",https://www.enci.it/libro-genealogico/razze/barboni
BARBONI,172,9,CANI DA COMPAGNIA,2,BARBONI,GH,"GRANDE MOLE ALTRI COLORI",https://www.enci.it/libro-genealogico/razze/barboni
BARBONI,172,9,CANI DA COMPAGNIA,2,BARBONI,MA,"MEDIA MOLE BIANCO",https://www.enci.it/libro-genealogico/razze/barboni
BARBONI,172,9,CANI DA COMPAGNIA,2,BARBONI,MB,"MEDIA MOLE MARRONE",https://www.enci.it/libro-genealogico/razze/barboni
BARBONI,172,9,CANI DA COMPAGNIA,2,BARBONI,MC,"MEDIA MOLE NERO",https://www.enci.it/libro-genealogico/razze/barboni
BARBONI,172,9,CANI DA COMPAGNIA,2,BARBONI,MD,"MEDIA MOLE GRIGIO",https://www.enci.it/libro-genealogico/razze/barboni
BARBONI,172,9,CANI DA COMPAGNIA,2,BARBONI,MG,"MEDIA MOLE FULVO",https://www.enci.it/libro-genealogico/razze/barboni
BARBONI,172,9,CANI DA COMPAGNIA,2,BARBONI,MH,"MEDIA MOLE ALTRI COLORI",https://www.enci.it/libro-genealogico/razze/barboni
BARBONI,172,9,CANI DA COMPAGNIA,2,BARBONI,NA,"NANO BIANCO",https://www.enci.it/libro-genealogico/razze/barboni
BARBONI,172,9,CANI DA COMPAGNIA,2,BARBONI,NB,"NANO MARRONE",https://www.enci.it/libro-genealogico/razze/barboni
BARBONI,172,9,CANI DA COMPAGNIA,2,BARBONI,NC,"NANO NERO",https://www.enci.it/libro-genealogico/razze/barboni
