Breed,FCI,GroupId,GroupName,SectionId,SectionName,VarietyCode,VarietyName,URL
COCKER AMERICANO,167,8,CANI DA RIPORTO CANI DA CERCA CANI DA ACQUA,2,CANI DA CERCA,A,"NERO",https://www.enci.it/libro-genealogico/razze/cocker-americano
COCKER AMERICANO,167,8,CANI DA RIPORTO CANI DA CERCA CANI DA ACQUA,2,CANI DA CERCA,B,"ALTRI COLORI",https://www.enci.it/libro-genealogico/razze/cocker-americano
COCKER AMERICANO,167,8,CANI DA RIPORTO CANI DA CERCA CANI DA ACQUA,2,CANI DA CERCA,C,"PARTICOLOR",https://www.enci.it/libro-genealogico/razze/cocker-americano
COCKER SPANIEL INGLESE,005,8,CANI DA RIPORTO CANI DA CERCA CANI DA ACQUA,2,CANI DA CERCA,A,"ROSSO",https://www.enci.it/libro-genealogico/razze/cocker-spaniel-inglese
COCKER SPANIEL INGLESE,005,8,CANI DA RIPORTO CANI DA CERCA CANI DA ACQUA,2,CANI DA CERCA,B,"NERO",https://www.enci.it/libro-genealogico/razze/cocker-spaniel-inglese
COCKER SPANIEL INGLESE,005,8,CANI DA RIPORTO CANI DA CERCA CANI DA ACQUA,2,CANI DA CERCA,C,"ALTRI COLORI",https://www.enci.it/libro-genealogico/razze/cocker-spaniel-inglese
CAO DE AGUA,037,8,CANI DA RIPORTO CANI DA CERCA CANI DA ACQUA,3,CANI DA ACQUA,A,"PELO A BOCCOLI",https://www.enci.it/libro-genealogico/razze/cao-de-agua
CAO DE AGUA,037,8,CANI DA RIPORTO CANI DA CERCA CANI DA ACQUA,3,CANI DA ACQUA,B,"PELO ONDULATO",https://www.enci.it/libro-genealogico/razze/cao-de-agua
COTON DE TULEAR,283,9,CANI DA COMPAGNIA,1,BICHONS E AFFINI,,,https://www.enci.it/libro-genealogico/razze/coton-de-tulear
CHINESE CRESTED DOG,288,9,CANI DA COMPAGNIA,4,CANI NUDI,A,"SENZA PELO",https://www.enci.it/libro-genealogico/razze/chinese-crested-dog
CHINESE CRESTED DOG,288,9,CANI DA COMPAGNIA,4,CANI NUDI,B,"CON PELO",https://www.enci.it/libro-genealogico/razze/chinese-crested-dog
CHIHUAHUA,218,9,CANI DA COMPAGNIA,6,CHIHUAHUA,A,"A PELO CORTO",https://www.enci.it/libro-genealogico/razze/chihuahua
CHIHUAHUA,218,9,CANI DA COMPAGNIA,6,CHIHUAHUA,B,"A PELO LUNGO",https://www.enci.it/libro-genealogico/razze/chihuahua
CAVALIER KING CHARLES SPANIEL,136,9,CANI DA COMPAGNIA,7,SPANIEL INGLESI DA COMPAGNIA,A,"BLACK AND TAN",https://www.enci.it/libro-genealogico/razze/cavalier-king-charles-spaniel
CAVALIER KING CHARLES SPANIEL,136,9,CANI DA COMPAGNIA,7,SPANIEL INGLESI DA COMPAGNIA,B,"RUBY",https://www.enci.it/libro-genealogico/razze/cavalier-king-charles-spaniel
CAVALIER KING CHARLES SPANIEL,136,9,CANI DA COMPAGNIA,7,SPANIEL INGLESI DA COMPAGNIA,C,"BLENHEIM",https://www.enci.it/libro-genealogico/razze/cavalier-king-charles-spaniel
CAVALIER KING CHARLES SPANIEL,136,9,CANI DA COMPAGNIA,7,SPANIEL INGLESI DA COMPAGNIA,D,"TRICOLORE",https://www.enci.it/libro-genealogico/razze/cavalier-king-charles-spaniel
CHIN,206,9,CANI DA COMPAGNIA,8,EPAGNEUL GIAPPONESI E PECHINESI,,,https://www.enci.it/libro-genealogico/razze/chin
CARLINO,253,9,CANI DA COMPAGNIA,11,MOLOSSOIDI DI PICCOLA TAGLIA,A,"FULVO CON MASCHERA NERA",https://www.enci.it/libro-genealogico/razze/carlino
CARLINO,253,9,CANI DA COMPAGNIA,11,MOLOSSOIDI DI PICCOLA TAGLIA,B,"NERO",https://www.enci.it/libro-genealogico/razze/carlino
DANSK-SVENSK GARDSHUND,356,2,CANI DI TIPO PINSCHER E SCHNAUZER- MOLOSSOIDI E CANI BOVARI SVIZZERI,1,TIPO PINSCHER E SCHNAUZER,,,https://www.enci.it/libro-genealogico/razze/dansk-svensk-gardshund
DOBERMANN,143,2,CANI DI TIPO PINSCHER E SCHNAUZER- MOLOSSOIDI E CANI BOVARI SVIZZERI,1,TIPO PINSCHER E SCHNAUZER,A,"NERO FOCATO",https://www.enci.it/libro-genealogico/razze/dobermann
DOBERMANN,143,2,CANI DI TIPO PINSCHER E SCHNAUZER- MOLOSSOIDI E CANI BOVARI SVIZZERI,1,TIPO PINSCHER E SCHNAUZER,B,"MARRONE FOCATO",https://www.enci.it/libro-genealogico/razze/dobermann
DOGO ARGENTINO,292,2,CANI DI TIPO PINSCHER E SCHNAUZER- MOLOSSOIDI E CANI BOVARI SVIZZERI,2,MOLOSSOIDI,,,https://www.enci.it/libro-genealogico/razze/dogo-argentino
DOGUE DE BORDEAUX,116,2,CANI DI TIPO PINSCHER E SCHNAUZER- MOLOSSOIDI E CANI BOVARI SVIZZERI,2,MOLOSSOIDI,,,https://www.enci.it/libro-genealogico/razze/dogue-de-bordeaux
DEUTSCHER JAGDTERRIER,103,3,TERRIER,1,TERRIER DI TAGLIA GRANDE E MEDIA,,,https://www.enci.it/libro-genealogico/razze/deutscher-jagdterrier
DANDIE DINMONT TERRIER,168,3,TERRIER,2,TERRIER DI PICCOLA TAGLIA (GAMBA CORTA),,,https://www.enci.it/libro-genealogico/razze/dandie-dinmont-terrier
DREVER,130,6,SEGUGI E CANI PER PISTA DI SANGUE,1,CANI DA SEGUITA,,,https://www.enci.it/libro-genealogico/razze/drever
DUNKER,203,6,SEGUGI E CANI PER PISTA DI SANGUE,1,CANI DA SEGUITA,,,https://www.enci.it/libro-genealogico/razze/dunker
DALMATA,153,6,SEGUGI E CANI PER PISTA DI SANGUE,3,RAZZE AFFINI,,,https://www.enci.it/libro-genealogico/razze/dalmata
DEERHOUND,164,10,LEVRIERI,2,LEVRIERI A PELO DURO,,,https://www.enci.it/libro-genealogico/razze/deerhound
ENGLISH TOY TERRIER BLACK AND TAN,013,3,TERRIER,4,TERRIER DI COMPAGNIA (GAMBA CORTA),,,https://www.enci.it/libro-genealogico/razze/english-toy-terrier-black-and-tan
EURASIER,291,5,CANI TIPO SPITZ E TIPO PRIMITIVO,5,SPITZ ASIATICI E RAZZE AFFINI,,,https://www.enci.it/libro-genealogico/razze/eurasier
EESTI HAGIJAS,366,6,SEGUGI E CANI PER PISTA DI SANGUE,1,CANI DA SEGUITA,,,https://www.enci.it/libro-genealogico/razze/eesti-hagijas
EPAGNEUL BLUE DE PICARDIE,106,7,CANI DA FERMA,1,CANI DA FERMA CONTINENTALI,,,https://www.enci.it/libro-genealogico/razze/epagneul-blue-de-picardie
EPAGNEUL BRETON,095,7,CANI DA FERMA,1,CANI DA FERMA CONTINENTALI,A,"BIANCO ARANCIO",https://www.enci.it/libro-genealogico/razze/epagneul-breton
EPAGNEUL BRETON,095,7,CANI DA FERMA,1,CANI DA FERMA CONTINENTALI,B,"ALTRI COLORI",https://www.enci.it/libro-genealogico/razze/epagneul-breton
EPAGNEUL DE PONT - AUDEMER,114,7,CANI DA FERMA,1,CANI DA FERMA CONTINENTALI,,,https://www.enci.it/libro-genealogico/razze/epagneul-de-pont-audemer
EPAGNEUL FRANCAIS,175,7,CANI DA FERMA,1,CANI DA FERMA CONTINENTALI,,,https://www.enci.it/libro-genealogico/razze/epagneul-francais
EPAGNEUL OLANDESE DI DRENT,224,7,CANI DA FERMA,1,CANI DA FERMA CONTINENTALI,,,https://www.enci.it/libro-genealogico/razze/epagneul-olandese-di-drent
EPAGNEUL PICARD,108,7,CANI DA FERMA,1,CANI DA FERMA CONTINENTALI,,,https://www.enci.it/libro-genealogico/razze/epagneul-picard
EPAGNEUL NANO CONTINENTALE,077,9,CANI DA COMPAGNIA,9,SPANIEL NANI CONTINENTALI,A,"PAPILLON",https://www.enci.it/libro-genealogico/razze/epagneul-nano-continentale
EPAGNEUL NANO CONTINENTALE,077,9,CANI DA COMPAGNIA,9,SPANIEL NANI CONTINENTALI,AA,"PAPILLON DA 1,5 A 2,5 KG",https://www.enci.it/libro-genealogico/razze/epagneul-nano-continentale
EPAGNEUL NANO CONTINENTALE,077,9,CANI DA COMPAGNIA,9,SPANIEL NANI CONTINENTALI,AB,"PAPILLON DA 2,5 A 4,5 KG",https://www.enci.it/libro-genealogico/razze/epagneul-nano-continentale
EPAGNEUL NANO CONTINENTALE,077,9,CANI DA COMPAGNIA,9,SPANIEL NANI CONTINENTALI,B,"PHALENE",https://www.enci.it/libro-genealogico/razze/epagneul-nano-continentale
EPAGNEUL NANO CONTINENTALE,077,9,CANI DA COMPAGNIA,9,SPANIEL NANI CONTINENTALI,BA,"PHALENE DA 1,5 A 2,5 KG",https://www.enci.it/libro-genealogico/razze/epagneul-nano-continentale
EPAGNEUL NANO CONTINENTALE,077,9,CANI DA COMPAGNIA,9,SPANIEL NANI CONTINENTALI,BB,"PHALENE DA 2,5 A 4,5 KG",https://www.enci.it/libro-genealogico/razze/epagneul-nano-continentale
FILA BRASILEIRO,225,2,CANI DI TIPO PINSCHER E SCHNAUZER- MOLOSSOIDI E CANI BOVARI SVIZZERI,2,MOLOSSOIDI,,,https://www.enci.it/libro-genealogico/razze/fila-brasileiro
FOX TERRIER A PELO LISCIO,012,3,TERRIER,1,TERRIER DI TAGLIA GRANDE E MEDIA,,,https://www.enci.it/libro-genealogico/razze/fox-terrier-a-pelo-liscio
FOX TERRIER A PELO RUVIDO,169,3,TERRIER,1,TERRIER DI TAGLIA GRANDE E MEDIA,,,https://www.enci.it/libro-genealogico/razze/fox-terrier-a-pelo-ruvido
FOXHOUND,159,6,SEGUGI E CANI PER PISTA DI SANGUE,1,CANI DA SEGUITA,,,https://www.enci.it/libro-genealogico/razze/foxhound
FOXHOUND AMERICANO,303,6,SEGUGI E CANI PER PISTA DI SANGUE,1,CANI DA SEGUITA,,,https://www.enci.it/libro-genealogico/razze/foxhound-americano
FRANCAIS BLANC E NOIR,220,6,SEGUGI E CANI PER PISTA DI SANGUE,1,CANI DA SEGUITA,,,https://www.enci.it/libro-genealogico/razze/francais-blanc-e-noir
FRANCAIS BLANC E ORANGE,316,6,SEGUGI E CANI PER PISTA DI SANGUE,1,CANI DA SEGUITA,,,https://www.enci.it/libro-genealogico/razze/francais-blanc-e-orange
FRANCAIS TRICOLORE,219,6,SEGUGI E CANI PER PISTA DI SANGUE,1,CANI DA SEGUITA,,,https://www.enci.it/libro-genealogico/razze/francais-tricolore
FLAT COATED RETRIEVER,121,8,CANI DA RIPORTO CANI DA CERCA CANI DA ACQUA,1,CANI DA RIPORTO,,,https://www.enci.it/libro-genealogico/razze/flat-coated-retriever
FIELD SPANIEL,123,8,CANI DA RIPORTO CANI DA CERCA CANI DA ACQUA,2,CANI DA CERCA,,,https://www.enci.it/libro-genealogico/razze/field-spaniel
GRANDE BOVARO SVIZZERO,058,2,CANI DI TIPO PINSCHER E SCHNAUZER- MOLOSSOIDI E CANI BOVARI SVIZZERI,3,BOVARI SVIZZERI,,,https://www.enci.it/libro-genealogico/razze/grande-bovaro-svizzero
GOS RATER VALENCIA,370,3,TERRIER,1,TERRIER DI TAGLIA GRANDE E MEDIA,,,https://www.enci.it/libro-genealogico/razze/gos-rater-valencia
GROENLANDESE,274,5,CANI TIPO SPITZ E TIPO PRIMITIVO,1,CANI NORDICI DA SLITTA,,,https://www.enci.it/libro-genealogico/razze/groenlandese
GASCON SAINTONGEOIS,021,6,SEGUGI E CANI PER PISTA DI SANGUE,1,CANI DA SEGUITA,,,https://www.enci.it/libro-genealogico/razze/gascon-saintongeois
GONCZY POLSKI,354,6,SEGUGI E CANI PER PISTA DI SANGUE,1,CANI DA SEGUITA,,,https://www.enci.it/libro-genealogico/razze/gonczy-polski
GRAND ANGLO FRANCAIS BLANC ET NOIR,323,6,SEGUGI E CANI PER PISTA DI SANGUE,1,CANI DA SEGUITA,,,https://www.enci.it/libro-genealogico/razze/grand-anglo-francais-blanc-et-noir
GRAND ANGLO FRANCAIS BLANC ET ORANGE,324,6,SEGUGI E CANI PER PISTA DI SANGUE,1,CANI DA SEGUITA,,,https://www.enci.it/libro-genealogico/razze/grand-anglo-francais-blanc-et-orange
GRAND ANGLO FRANCAIS TRICOLORE,322,6,SEGUGI E CANI PER PISTA DI SANGUE,1,CANI DA SEGUITA,,,https://www.enci.it/libro-genealogico/razze/grand-anglo-francais-tricolore
GRAND BASSET GRIFFON VENDEEN,033,6,SEGUGI E CANI PER PISTA DI SANGUE,1,CANI DA SEGUITA,,,https://www.enci.it/libro-genealogico/razze/grand-basset-griffon-vendeen
GRAND BLEU DE GASCOGNE,022,6,SEGUGI E CANI PER PISTA DI SANGUE,1,CANI DA SEGUITA,,,https://www.enci.it/libro-genealogico/razze/grand-bleu-de-gascogne
GRAND GRIFFON VENDEEN,282,6,SEGUGI E CANI PER PISTA DI SANGUE,1,CANI DA SEGUITA,,,https://www.enci.it/libro-genealogico/razze/grand-griffon-vendeen
GRIFFON BLEU DE GASCOGNE,032,6,SEGUGI E CANI PER PISTA DI SANGUE,1,CANI DA SEGUITA,,,https://www.enci.it/libro-genealogico/razze/griffon-bleu-de-gascogne
GRIFFON FAUVE DE BRETAGNE,066,6,SEGUGI E CANI PER PISTA DI SANGUE,1,CANI DA SEGUITA,,,https://www.enci.it/libro-genealogico/razze/griffon-fauve-de-bretagne
GRIFFON NIVERNAIS,017,6,SEGUGI E CANI PER PISTA DI SANGUE,1,CANI DA SEGUITA,,,https://www.enci.it/libro-genealogico/razze/griffon-nivernais
GAMMEL DANSK HONSENHUND,281,7,CANI DA FERMA,1,CANI DA FERMA CONTINENTALI,,,https://www.enci.it/libro-genealogico/razze/gammel-dansk-honsenhund
GRANDE MUENSTERLANDER,118,7,CANI DA FERMA,1,CANI DA FERMA CONTINENTALI,,,https://www.enci.it/libro-genealogico/razze/grande-muensterlander
GRIFFONE A PELO DURO (KORTHALS),107,7,CANI DA FERMA,1,CANI DA FERMA CONTINENTALI,,,https://www.enci.it/libro-genealogico/razze/griffone-a-pelo-duro-korthals
GOLDEN RETRIEVER,111,8,CANI DA RIPORTO CANI DA CERCA CANI DA ACQUA,1,CANI DA RIPORTO,,,https://www.enci.it/libro-genealogico/razze/golden-retriever
GRIFFONE BELGA,081,9,CANI DA COMPAGNIA,3,CANI BELGI DI PICCOLA TAGLIA,,,https://www.enci.it/libro-genealogico/razze/griffone-belga
GRIFFONE DI BRUXELLES,080,9,CANI DA COMPAGNIA,3,CANI BELGI DI PICCOLA TAGLIA,,,https://www.enci.it/libro-genealogico/razze/griffone-di-bruxelles
GALGO ESPANOL,285,10,LEVRIERI,3,LEVRIERI A PELO CORTO,,,https://www.enci.it/libro-genealogico/razze/galgo-espanol
GREYHOUND,158,10,LEVRIERI,3,LEVRIERI A PELO CORTO,,,https://www.enci.it/libro-genealogico/razze/greyhound
HOVAWART,190,2,CANI DI TIPO PINSCHER E SCHNAUZER- MOLOSSOIDI E CANI BOVARI SVIZZERI,2,MOLOSSOIDI,,,https://www.enci.it/libro-genealogico/razze/hovawart
HOKKAIDO,261,5,CANI TIPO SPITZ E TIPO PRIMITIVO,5,SPITZ ASIATICI E RAZZE AFFINI,,,https://www.enci.it/libro-genealogico/razze/hokkaido
HALDENSTOVARE,267,6,SEGUGI E CANI PER PISTA DI SANGUE,1,CANI DA SEGUITA,,,https://www.enci.it/libro-genealogico/razze/haldenstovare
HAMILTON STOVARE,132,6,SEGUGI E CANI PER PISTA DI SANGUE,1,CANI DA SEGUITA,,,https://www.enci.it/libro-genealogico/razze/hamilton-stovare
HARRIER,295,6,SEGUGI E CANI PER PISTA DI SANGUE,1,CANI DA SEGUITA,,,https://www.enci.it/libro-genealogico/razze/harrier
HYGHENHUND,266,6,SEGUGI E CANI PER PISTA DI SANGUE,1,CANI DA SEGUITA,,,https://www.enci.it/libro-genealogico/razze/hyghenhund
HANNOVERISCHER SCHWEISSHUND,213,6,SEGUGI E CANI PER PISTA DI SANGUE,2,SEGUGI E CANI PER PISTA DI SANGUE,,,https://www.enci.it/libro-genealogico/razze/hannoverischer-schweisshund
IRISH GLEN OF IMAAL TERRIER,302,3,TERRIER,1,TERRIER DI TAGLIA GRANDE E MEDIA,,,https://www.enci.it/libro-genealogico/razze/irish-glen-of-imaal-terrier
IRISH SOFT-COATED WHEATEN TERRIER,040,3,TERRIER,1,TERRIER DI TAGLIA GRANDE E MEDIA,,,https://www.enci.it/libro-genealogico/razze/irish-soft-coated-wheaten-terrier
IRISH TERRIER,139,3,TERRIER,1,TERRIER DI TAGLIA GRANDE E MEDIA,,,https://www.enci.it/libro-genealogico/razze/irish-terrier
ICELAND DOG- CANE DA PASTORE DI ISLANDA,289,5,CANI TIPO SPITZ E TIPO PRIMITIVO,3,CANI NORDICI DA GUARDIA E DA PASTORE,,,https://www.enci.it/libro-genealogico/razze/iceland-dog-cane-da-pastore-di-islanda
IRISH WATER SPANIEL,124,8,CANI DA RIPORTO CANI DA CERCA CANI DA ACQUA,3,CANI DA ACQUA,,,https://www.enci.it/libro-genealogico/razze/irish-water-spaniel
IRISH WOLFHOUND,160,10,LEVRIERI,2,LEVRIERI A PELO DURO,,,https://www.enci.it/libro-genealogico/razze/irish-wolfhound
JACK RUSSELL TERRIER,345,3,TERRIER,2,TERRIER DI PICCOLA TAGLIA (GAMBA CORTA),,,https://www.enci.it/libro-genealogico/razze/jack-russell-terrier
JAMTHUND,042,5,CANI TIPO SPITZ E TIPO PRIMITIVO,2,CANI NORDICI DA CACCIA,,,https://www.enci.it/libro-genealogico/razze/jamthund
KOMONDOR,053,1,CANI DA PASTORE E BOVARI (ESCLUSI BOVARI SVIZZERI),1,CANI DA PASTORE,,,https://www.enci.it/libro-genealogico/razze/komondor
KUVASZ,054,1,CANI DA PASTORE E BOVARI (ESCLUSI BOVARI SVIZZERI),1,CANI DA PASTORE,,,https://www.enci.it/libro-genealogico/razze/kuvasz
KANGAL COBAN KOPEGI,331,2,CANI DI TIPO PINSCHER E SCHNAUZER- MOLOSSOIDI E CANI BOVARI SVIZZERI,2,MOLOSSOIDI,,,https://www.enci.it/libro-genealogico/razze/kangal-coban-kopegi
KERRY BLUE TERRIER,003,3,TERRIER,1,TERRIER DI TAGLIA GRANDE E MEDIA,,,https://www.enci.it/libro-genealogico/razze/kerry-blue-terrier
KAI,317,5,CANI TIPO SPITZ E TIPO PRIMITIVO,5,SPITZ ASIATICI E RAZZE AFFINI,,,https://www.enci.it/libro-genealogico/razze/kai
KISHU,318,5,CANI TIPO SPITZ E TIPO PRIMITIVO,5,SPITZ ASIATICI E RAZZE AFFINI,,,https://www.enci.it/libro-genealogico/razze/kishu
KOREA JINDO DOG,334,5,CANI TIPO SPITZ E TIPO PRIMITIVO,5,SPITZ ASIATICI E RAZZE AFFINI,,,https://www.enci.it/libro-genealogico/razze/korea-jindo-dog
KOOIKERHONDJE,314,8,CANI DA RIPORTO CANI DA CERCA CANI DA ACQUA,2,CANI DA CERCA,,,https://www.enci.it/libro-genealogico/razze/kooikerhondje
KING CHARLES SPANIEL,128,9,CANI DA COMPAGNIA,7,SPANIEL INGLESI DA COMPAGNIA,A,"BLACK AND TAN",https://www.enci.it/libro-genealogico/razze/king-charles-spaniel
KING CHARLES SPANIEL,128,9,CANI DA COMPAGNIA,7,SPANIEL INGLESI DA COMPAGNIA,B,"RUBY",https://www.enci.it/libro-genealogico/razze/king-charles-spaniel
KING CHARLES SPANIEL,128,9,CANI DA COMPAGNIA,7,SPANIEL INGLESI DA COMPAGNIA,C,"BLENHEIM",https://www.enci.it/libro-genealogico/razze/king-charles-spaniel
KING CHARLES SPANIEL,128,9,CANI DA COMPAGNIA,7,SPANIEL INGLESI DA COMPAGNIA,D,"TRICOLORE",https://www.enci.it/libro-genealogico/razze/king-charles-spaniel
KROMFORHLANDER,192,9,CANI DA COMPAGNIA,10,KROMFORHLANDER,,,https://www.enci.it/libro-genealogico/razze/kromforhlander
LANCASHIRE HEELER,360,1,CANI DA PASTORE E BOVARI (ESCLUSI BOVARI SVIZZERI),1,CANI DA PASTORE,,,https://www.enci.it/libro-genealogico/razze/lancashire-heeler
LANDSEER,226,2,CANI DI TIPO PINSCHER E SCHNAUZER- MOLOSSOIDI E CANI BOVARI SVIZZERI,2,MOLOSSOIDI,,,https://www.enci.it/libro-genealogico/razze/landseer
LEONBERGER,145,2,CANI DI TIPO PINSCHER E SCHNAUZER- MOLOSSOIDI E CANI BOVARI SVIZZERI,2,MOLOSSOIDI,,,https://www.enci.it/libro-genealogico/razze/leonberger
LAKELAND TERRIER,070,3,TERRIER,1,TERRIER DI TAGLIA GRANDE E MEDIA,,,https://www.enci.it/libro-genealogico/razze/lakeland-terrier
LAIKA DELLA SIBERIA OCCIDENTALE,306,5,CANI TIPO SPITZ E TIPO PRIMITIVO,2,CANI NORDICI DA CACCIA,,,https://www.enci.it/libro-genealogico/razze/laika-della-siberia-occidentale
LAIKA DELLA SIBERIA ORIENTALE,305,5,CANI TIPO SPITZ E TIPO PRIMITIVO,2,CANI NORDICI DA CACCIA,,,https://www.enci.it/libro-genealogico/razze/laika-della-siberia-orientale
LAIKA RUSSO-EUROPEO,304,5,CANI TIPO SPITZ E TIPO PRIMITIVO,2,CANI NORDICI DA CACCIA,,,https://www.enci.it/libro-genealogico/razze/laika-russo-europeo
LAPINKOIRA,189,5,CANI TIPO SPITZ E TIPO PRIMITIVO,3,CANI NORDICI DA GUARDIA E DA PASTORE,,,https://www.enci.it/libro-genealogico/razze/lapinkoira
